customer_id,first_name,last_name,email,city,country
414,Customer_414,User_414,customer414@gmail.com,Bouake,Cote d'Ivoire
415,Customer_415,User_415,customer415@gmail.com,Yamoussoukro,Maroc
416,Customer_416,User_416,customer416@gmail.com,Casablanca,Maroc
417,Customer_417,User_417,customer417@gmail.com,Bouake,Senegal
418,Customer_418,User_418,customer418@gmail.com,Abidjan,Maroc
419,Customer_419,User_419,customer419@gmail.com,Bouake,Cote d'Ivoire
420,Customer_420,User_420,customer420@gmail.com,Abidjan,Senegal
421,Customer_421,User_421,customer421@gmail.com,Paris,Cote d'Ivoire
422,Customer_422,User_422,customer422@gmail.com,Yamoussoukro,Maroc
423,Customer_423,User_423,customer423@gmail.com,Abidjan,Senegal
424,Customer_424,User_424,customer424@gmail.com,Paris,France
425,Customer_425,User_425,customer425@gmail.com,Casablanca,France
426,Customer_426,User_426,customer426@gmail.com,Paris,Maroc
427,Customer_427,User_427,customer427@gmail.com,Paris,France
428,Customer_428,User_428,customer428@gmail.com,Abidjan,Cote d'Ivoire
429,Customer_429,User_429,customer429@gmail.com,Dakar,Cote d'Ivoire
430,Customer_430,User_430,customer430@gmail.com,Abidjan,Senegal
431,Customer_431,User_431,customer431@gmail.com,Paris,Senegal
432,Customer_432,User_432,customer432@gmail.com,Yamoussoukro,Cote d'Ivoire
433,Customer_433,User_433,customer433@gmail.com,Bouake,Cote d'Ivoire
434,Customer_434,User_434,customer434@gmail.com,Abidjan,France
435,Customer_435,User_435,customer435@gmail.com,Yamoussoukro,Maroc
436,Customer_436,User_436,customer436@gmail.com,Casablanca,Senegal
437,Customer_437,User_437,customer437@gmail.com,Bouake,Maroc
438,Customer_438,User_438,customer438@gmail.com,Dakar,Cote d'Ivoire
439,Customer_439,User_439,customer439@gmail.com,Bouake,Cote d'Ivoire
440,Customer_440,User_440,customer440@gmail.com,Abidjan,France
441,Customer_441,User_441,customer441@gmail.com,Casablanca,Cote d'Ivoire
442,Customer_442,User_442,customer442@gmail.com,Bouake,Maroc
443,Customer_443,User_443,customer443@gmail.com,Paris,Maroc
444,Customer_444,User_444,customer444@gmail.com,Dakar,Cote d'Ivoire
445,Customer_445,User_445,customer445@gmail.com,Paris,Maroc
446,Customer_446,User_446,customer446@gmail.com,Paris,Senegal
447,Customer_447,User_447,customer447@gmail.com,Dakar,Cote d'Ivoire
448,Customer_448,User_448,customer448@gmail.com,Yamoussoukro,France
449,Customer_449,User_449,customer449@gmail.com,Bouake,Maroc
450,Customer_450,User_450,customer450@gmail.com,Paris,Cote d'Ivoire
451,Customer_451,User_451,customer451@gmail.com,Dakar,Senegal
452,Customer_452,User_452,customer452@gmail.com,Bouake,France
453,Customer_453,User_453,customer453@gmail.com,Casablanca,France
454,Customer_454,User_454,customer454@gmail.com,Dakar,Cote d'Ivoire
455,Customer_455,User_455,customer455@gmail.com,Paris,Cote d'Ivoire
456,Customer_456,User_456,customer456@gmail.com,Yamoussoukro,France
457,Customer_457,User_457,customer457@gmail.com,Bouake,Maroc
458,Customer_458,User_458,customer458@gmail.com,Casablanca,Cote d'Ivoire
459,Customer_459,User_459,customer459@gmail.com,Paris,Senegal
460,Customer_460,User_460,customer460@gmail.com,Bouake,Maroc
461,Customer_461,User_461,customer461@gmail.com,Abidjan,Senegal
462,Customer_462,User_462,customer462@gmail.com,Yamoussoukro,France
463,Customer_463,User_463,customer463@gmail.com,Casablanca,Maroc
464,Customer_464,User_464,customer464@gmail.com,Abidjan,France
465,Customer_465,User_465,customer465@gmail.com,Yamoussoukro,Maroc
466,Customer_466,User_466,customer466@gmail.com,Abidjan,Cote d'Ivoire
467,Customer_467,User_467,customer467@gmail.com,Dakar,Maroc
468,Customer_468,User_468,customer468@gmail.com,Dakar,Maroc
469,Customer_469,User_469,customer469@gmail.com,Yamoussoukro,France
470,Customer_470,User_470,customer470@gmail.com,Abidjan,Cote d'Ivoire
471,Customer_471,User_471,customer471@gmail.com,Abidjan,France
472,Customer_472,User_472,customer472@gmail.com,Paris,France
473,Customer_473,User_473,customer473@gmail.com,Abidjan,Cote d'Ivoire
474,Customer_474,User_474,customer474@gmail.com,Yamoussoukro,Maroc
475,Customer_475,User_475,customer475@gmail.com,Abidjan,Maroc
476,Customer_476,User_476,customer476@gmail.com,Yamoussoukro,France
477,Customer_477,User_477,customer477@gmail.com,Paris,Cote d'Ivoire
478,Customer_478,User_478,customer478@gmail.com,Dakar,France
479,Customer_479,User_479,customer479@gmail.com,Casablanca,Senegal
480,Customer_480,User_480,customer480@gmail.com,Paris,France
481,Customer_481,User_481,customer481@gmail.com,Paris,Cote d'Ivoire
482,Customer_482,User_482,customer482@gmail.com,Dakar,Maroc
483,Customer_483,User_483,customer483@gmail.com,Paris,Cote d'Ivoire
484,Customer_484,User_484,customer484@gmail.com,Dakar,Maroc
485,Customer_485,User_485,customer485@gmail.com,Casablanca,Senegal
486,Customer_486,User_486,customer486@gmail.com,Abidjan,Cote d'Ivoire
487,Customer_487,User_487,customer487@gmail.com,Bouake,Senegal
488,Customer_488,User_488,customer488@gmail.com,Casablanca,Cote d'Ivoire
489,Customer_489,User_489,customer489@gmail.com,Yamoussoukro,Senegal
490,Customer_490,User_490,customer490@gmail.com,Bouake,Maroc
491,Customer_491,User_491,customer491@gmail.com,Paris,Senegal
492,Customer_492,User_492,customer492@gmail.com,Dakar,Cote d'Ivoire
493,Customer_493,User_493,customer493@gmail.com,Casablanca,Senegal
494,Customer_494,User_494,customer494@gmail.com,Casablanca,Cote d'Ivoire
495,Customer_495,User_495,customer495@gmail.com,Dakar,Cote d'Ivoire
496,Customer_496,User_496,customer496@gmail.com,Abidjan,Cote d'Ivoire
497,Customer_497,User_497,customer497@gmail.com,Dakar,Senegal
498,Customer_498,User_498,customer498@gmail.com,Paris,Maroc
499,Customer_499,User_499,customer499@gmail.com,Abidjan,Senegal
500,Customer_500,User_500,customer500@gmail.com,Casablanca,France
